Ensembl	Gene	DNARegion
ENSG00000177553	RP11-56N19.5	1:11837134-11839676
ENSG00000177556	ATOX1	5:151121877-151152093
ENSG00000177558	FAM187B	19:35715703-35719632
ENSG00000177565	TBL1XR1	3:176737143-176915261
ENSG00000177570	SAMD12	8:119201698-119634234
ENSG00000177575	CD163	12:7623409-7656489
ENSG00000177576	C18orf32	18:47008028-47013622
ENSG00000177586	OR7E149P	12:8589999-8591021
ENSG00000177595	PIDD	11:799179-809753
ENSG00000177599	ZNF491	19:11908482-11920437
ENSG00000177600	RPLP2	11:809647-812880
ENSG00000177602	GSG2	17:3627211-3630067
ENSG00000177606	JUN	1:59246465-59249785
ENSG00000177613	CSTF2T	10:53455247-53459355
ENSG00000177614	PGBD5	1:230457392-230561475
ENSG00000177628	GBA	1:155204243-155214490
ENSG00000177640	CASC2	10:119805790-119969663
ENSG00000177646	ACAD9	3:128598439-128634910
ENSG00000177663	IL17RA	22:17565844-17596583
ENSG00000177666	PNPLA2	11:818902-825573
ENSG00000177669	MBOAT4	8:29989340-30002202
ENSG00000177673	C2orf57	2:232457575-232458994
ENSG00000177674	AGTRAP	1:11796141-11814859
ENSG00000177675	CD163L1	12:7499281-7632493
ENSG00000177679	SRRM3	7:75831216-75916605
ENSG00000177683	THAP5	7:108194987-108210194
ENSG00000177685	EFCAB4A	11:826144-831991
ENSG00000177688	SUMO4	6:149721495-149722177
ENSG00000177692	DNAJC28	21:34860497-34864027
ENSG00000177694	NAALADL2	3:174156363-175523428
ENSG00000177697	CD151	11:832843-839831
ENSG00000177699	RP11-16K12.1	15:79271231-79278268
ENSG00000177700	POLR2L	11:837356-842545
ENSG00000177706	FAM20C	7:192969-300711
ENSG00000177707	PVRL3	3:110788918-110994410
ENSG00000177710	SLC35G5	8:11188397-11189717
ENSG00000177721	ANXA2R	5:43039335-43043272
ENSG00000177725	AC105206.1	8:22026851-22029223
ENSG00000177728	KIAA0195	17:73437240-73496171
ENSG00000177731	FLII	17:18148150-18162230
ENSG00000177732	SOX12	20:306207-310865
ENSG00000177733	HNRNPA0	5:137087075-137090039
ENSG00000177736	RP11-474P12.3	9:127730573-127731223
ENSG00000177738	CTD-2201E18.3	5:43014516-43067521
ENSG00000177752	YIPF7	4:44624086-44680573
ENSG00000177757	FAM87B	1:752751-755214
ENSG00000177764	ZCCHC3	20:277737-280965
ENSG00000177770	CDKN2AIPNLP1	1:226680889-226681190
ENSG00000177776	RPS2P2	14:74844521-74845121
ENSG00000177788	RP5-1061H20.4	1:229394028-229406775
ENSG00000177791	MYOZ1	10:75391412-75401515
ENSG00000177800	TMEM78	1:229385383-229387557
ENSG00000177803	RP11-606P2.1	4:164853678-164854334
ENSG00000177807	KCNJ10	1:160007257-160040038
ENSG00000177822	AC108142.1	4:182795591-183066402
ENSG00000177830	CHID1	11:867357-915058
ENSG00000177839	PCDHB9	5:140566893-140571111
ENSG00000177842	ZNF620	3:40547483-40560227
ENSG00000177853	ZNF518A	10:97889472-97965044
ENSG00000177854	TMEM187	X:153237778-153248646
ENSG00000177855	CACYBPP2	2:184472170-184472847
ENSG00000177868	CCDC23	1:43272723-43282954
ENSG00000177873	ZNF619	3:40518604-40531727
ENSG00000177875	C12orf68	12:48577366-48579709
ENSG00000177879	AP3S1	5:115177178-115249778
ENSG00000177885	GRB2	17:73314157-73401790
ENSG00000177888	ZBTB41	1:197122810-197169672
ENSG00000177889	UBE2N	12:93799449-93836038
ENSG00000177910	SPATA31C2	9:90744220-90753361
ENSG00000177917	ARL6IP6	2:153574407-153617767
ENSG00000177932	ZNF354C	5:178487416-178510538
ENSG00000177943	MAMDC4	9:139745395-139755249
ENSG00000177946	CENPBD1	16:90036206-90038942
ENSG00000177947	ODF3	11:196738-200261
ENSG00000177951	BET1L	11:167784-207428
ENSG00000177954	RPS27	1:153963235-153964626
ENSG00000177963	RIC8A	11:207511-215113
ENSG00000177971	IMP3	15:75931426-75941047
ENSG00000177981	ASB8	12:48541571-48574996
ENSG00000177984	LCN15	9:139654086-139660707
ENSG00000177989	ODF3B	22:50968139-50971009
ENSG00000177990	DPY19L2	12:63952693-64062719
ENSG00000177992	SPATA31E1	9:90497741-90503814
ENSG00000177993	ZNRF3-AS1	22:29420987-29427464
ENSG00000177994	C2orf73	2:54557171-54610879
ENSG00000178015	GPR150	5:94955782-94957846
ENSG00000178021	TSPYL6	2:54480315-54483409
ENSG00000178026	FAM211B	22:24981588-24989175
ENSG00000178028	DMAP1	1:44679127-44686353
ENSG00000178031	ADAMTSL1	9:18473892-18910948
ENSG00000178033	FAM26E	6:116832809-116845955
ENSG00000178035	IMPDH2	3:49061758-49066841
ENSG00000178038	ALS2CL	3:46710487-46735194
ENSG00000178053	MLF1	3:158288952-158325041
ENSG00000178055	PRSS42	3:46871032-46875585
ENSG00000178057	NDUFAF3	3:49057892-49060928
ENSG00000178074	C2orf69	2:200775979-200820658
ENSG00000178075	GRAMD1C	3:113547029-113666021
ENSG00000178078	STAP2	19:4324040-4342783
ENSG00000178082	TWF1P1	17:27530441-27531492
ENSG00000178093	TSSK6	19:19623227-19626838
ENSG00000178096	BOLA1	1:149859440-149872351
ENSG00000178104	PDE4DIP	1:144836157-145076186
ENSG00000178105	DDX10	11:108535752-108811657
ENSG00000178107	RP11-998D10.4	14:21576202-21584862
ENSG00000178115	GOLGA8Q	15:30844183-30854704
ENSG00000178125	PPP1R42	8:67876334-67968839
ENSG00000178127	NDUFV2	18:9102628-9134343
ENSG00000178146	RP1-232L22__B.1	X:101033942-101035511
ENSG00000178149	DALRD3	3:49052921-49059726
ENSG00000178150	ZNF114	19:48675575-48790865
ENSG00000178162	FAR2P2	2:131174328-131188936
ENSG00000178163	ZNF518B	4:10441498-10459034
ENSG00000178171	AMER3	2:131513008-131525707
ENSG00000178175	ZNF366	5:71738479-71803554
ENSG00000178177	LCORL	4:17842822-18023499
ENSG00000178184	PARD6G	18:77915115-78005429
ENSG00000178187	ZNF454	5:178368192-178393434
ENSG00000178188	SH2B1	16:28857921-28885526
ENSG00000178193	RP4-682C21.5	1:76175688-76189696
ENSG00000178199	ZC3H12D	6:149768794-149806197
ENSG00000178201	VN1R1	19:57966542-57967854
ENSG00000178202	KDELC2	11:108342832-108369159
ENSG00000178209	PLEC	8:144989321-145050902
ENSG00000178217	SH2D4B	10:82297658-82406316
ENSG00000178222	RNF212	4:1050038-1107350
ENSG00000178226	PRSS36	16:31150246-31161415
ENSG00000178229	ZNF543	19:57831877-57842144
ENSG00000178233	TMEM151B	6:44238203-44275243
ENSG00000178234	GALNT11	7:151722759-151819425
ENSG00000178235	SLITRK1	13:84451344-84456528
ENSG00000178248	AP000345.1	22:23804273-23829167
ENSG00000178252	WDR6	3:49044495-49053386
ENSG00000178279	TNP2	16:11361605-11363390
ENSG00000178295	GEN1	2:17935125-17966632
ENSG00000178297	TMPRSS9	19:2389769-2426237
ENSG00000178301	AQP11	11:77300436-77321400
ENSG00000178307	TMEM11	17:21100593-21117937
ENSG00000178338	ZNF354B	5:178286954-178315123
ENSG00000178342	KCNG2	18:77623668-77660184
ENSG00000178343	SHISA3	4:42399856-42404504
ENSG00000178381	ZFAND2A	7:1191707-1200395
ENSG00000178385	PLEKHM3	2:208693027-208890284
ENSG00000178386	ZNF223	19:44555520-44572144
ENSG00000178397	FAM220A	7:6369040-6388612
ENSG00000178401	DNAJC22	12:49740700-49751309
ENSG00000178403	NEUROG2	4:113434672-113437328
ENSG00000178404	DDC8	17:76866992-76899299
ENSG00000178409	BEND3	6:107386386-107436473
ENSG00000178412	RP11-567M16.3	18:77398928-77439745
ENSG00000178425	NT5DC1	6:116422012-116570660
ENSG00000178429	RPS3AP5	10:86320199-86321019
ENSG00000178430	AC006111.1	16:3725411-3727060
ENSG00000178440	LINC00843	10:51732523-51741813
ENSG00000178445	GLDC	9:6532464-6645650
ENSG00000178449	COX14	12:50505762-50514240
ENSG00000178458	H3F3AP6	4:140619298-140619708
ENSG00000178460	MCMDC2	8:67782984-67834283
ENSG00000178464	CTD-2192J16.15	19:12754089-12754733
ENSG00000178467	P4HTM	3:49027319-49044587
ENSG00000178498	DTX3	12:57998405-58003587
ENSG00000178502	KLHL11	17:40009797-40021684
ENSG00000178503	NECAP1P1	7:37625103-37625932
ENSG00000178531	CTXN1	19:7989372-7991051
ENSG00000178537	SLC25A20	3:48894369-48936426
ENSG00000178538	CA8	8:61099906-61193971
ENSG00000178556	CKS1BP6	X:30635571-30635810
ENSG00000178562	CD28	2:204571198-204603635
ENSG00000178567	EPM2AIP1	3:37027357-37034795
ENSG00000178568	ERBB4	2:212240446-213403565
ENSG00000178573	MAF	16:79619740-79634611
ENSG00000178585	CTNNBIP1	1:9908334-9970394
ENSG00000178586	OR6B3	2:240984494-240985489
ENSG00000178591	DEFB125	20:67891-77735
ENSG00000178605	GTPBP6	X:220025-230886
ENSG00000178607	ERN1	17:62116502-62208179
ENSG00000178623	GPR35	2:241544848-241570676
ENSG00000178631	ACTG1P1	3:139212651-139213779
ENSG00000178636	RP11-455G16.1	4:120113928-120133799
ENSG00000178654	RP11-366I21.1	9:7597823-7598377
ENSG00000178660	ARMC10P1	3:94225610-94226464
ENSG00000178662	CSRNP3	2:166326157-166545917
ENSG00000178665	ZNF713	7:55955169-56009918
ENSG00000178685	PARP10	8:145051321-145086940
ENSG00000178690	DYNAP	18:52254988-52266724
ENSG00000178691	SUZ12	17:30264037-30328064
ENSG00000178694	NSUN3	3:93781760-93847389
ENSG00000178695	KCTD12	13:77454312-77460540
ENSG00000178700	DHFRL1	3:93766680-93782233
ENSG00000178715	RP11-169K16.8	1:16154724-16155167
ENSG00000178718	RPP25	15:75246757-75249805
ENSG00000178719	GRINA	8:145064226-145067583
ENSG00000178722	C5orf64	5:60933535-61047590
ENSG00000178723	GLULP4	9:34917172-34918293
ENSG00000178726	THBD	20:23026270-23030378
ENSG00000178732	GP5	3:194115550-194119995
ENSG00000178741	COX5A	15:75212132-75230509
ENSG00000178750	STX19	3:93733213-93747454
ENSG00000178752	FAM132B	2:239067623-239077541
ENSG00000178761	FAM219B	15:75192328-75199462
ENSG00000178764	ZHX2	8:123793633-123986750
ENSG00000178772	CPN2	3:194060494-194072057
ENSG00000178773	CPNE7	16:89642176-89663654
ENSG00000178789	CD300LB	17:72517313-72527613
ENSG00000178795	GDPD4	11:76927603-77012732
ENSG00000178802	MPI	15:75182346-75191798
ENSG00000178803	ADORA2A-AS1	22:24825178-24891042
ENSG00000178804	H1FOO	3:129262057-129270310
ENSG00000178809	TRIM73	7:75024337-75040279
ENSG00000178814	OPLAH	8:145106167-145118735
ENSG00000178821	TMEM52	1:1849029-1850712
ENSG00000178826	TMEM139	7:142977050-142985141
ENSG00000178828	RNF186	1:20140523-20141771
ENSG00000178852	EFCAB13	17:45400656-45518678
ENSG00000178860	MSC	8:72753784-72756703
ENSG00000178878	APOLD1	12:12878851-12982909
ENSG00000178882	FAM101A	12:124457788-124800570
ENSG00000178896	EXOSC4	8:145133529-145135550
ENSG00000178904	DPY19L3	19:32896449-32976801
ENSG00000178913	TAF7	5:140698057-140700330
ENSG00000178917	ZNF852	3:44540462-44552128
ENSG00000178919	FOXE1	9:100615536-100618986
ENSG00000178921	PFAS	17:8150936-8173809
ENSG00000178922	HYI	1:43916824-43919660
ENSG00000178927	C17orf62	17:80400465-80408705
ENSG00000178928	TPRX1	19:48304500-48322308
ENSG00000178935	ZNF552	19:58315209-58326281
ENSG00000178947	LINC00086	X:134555868-134561999
ENSG00000178950	GAK	4:843064-926161
ENSG00000178951	ZBTB7A	19:4044362-4066943
ENSG00000178952	TUFM	16:28853732-28857729
ENSG00000178965	C1orf173	1:75033795-75139422
ENSG00000178966	RMI1	9:86595626-86618985
ENSG00000178971	CTC1	17:8130191-8151362
ENSG00000178972	AC097658.1	4:144256418-144258970
ENSG00000178974	FBXO34	14:55738021-55828636
ENSG00000178977	LINC00324	17:8123960-8127361
ENSG00000178980	SEPW1	19:48281829-48287943
ENSG00000178982	EIF3K	19:39109735-39127595
ENSG00000178988	MRFAP1L1	4:6709428-6711607
ENSG00000178996	SNX18	5:53813589-53842415
ENSG00000178997	EXD1	15:41474923-41522941
ENSG00000178999	AURKB	17:8108056-8113918
ENSG00000179002	TAS1R2	1:19166093-19186176
ENSG00000179010	MRFAP1	4:6641818-6644472
ENSG00000179021	C3orf38	3:88198893-88217879
ENSG00000179023	KLHDC7A	1:18807424-18812478
ENSG00000179029	TMEM107	17:8076555-8079717
ENSG00000179031	LL0XNC01-131B10.2	X:100165701-100166478
ENSG00000179038	AP001885.1	11:66963391-66964638
ENSG00000179041	RRS1	8:67341263-67342966
ENSG00000179044	EXOC3L1	16:67218269-67224107
ENSG00000179046	TRIML2	4:189012427-189030757
ENSG00000179051	RCC2	1:17733256-17766220
ENSG00000179055	OR13D1	9:107456660-107457766
ENSG00000179057	IGSF22	11:18725852-18747777
ENSG00000179058	C9orf50	9:132374504-132383055
ENSG00000179059	ZFP42	4:188916925-188926204
ENSG00000179061	AC012074.1	2:25592818-25593185
ENSG00000179066	AC020907.1	19:35596873-35598141
ENSG00000179071	CCDC89	11:85394893-85397320
ENSG00000179082	C9orf106	9:132083295-132087184
ENSG00000179085	DPM3	1:155112367-155113071
ENSG00000179088	C12orf42	12:103631369-103889749
ENSG00000179091	CYC1	8:145149930-145152428
ENSG00000179094	PER1	17:8043790-8059824
ENSG00000179101	RP11-349N19.2	X:122648324-122648723
ENSG00000179104	TMTC2	12:83080659-83528649
ENSG00000179111	HES7	17:8023908-8027410
ENSG00000179115	FARSA	19:13033293-13044851
ENSG00000179119	SPTY2D1	11:18627948-18656338
ENSG00000179131	RP11-458F8.3	7:66379568-66379930
ENSG00000179134	SAMD4B	19:39833036-39876350
ENSG00000179136	LINC00670	17:12453099-12546171
ENSG00000179141	MTUS2-AS1	13:30050652-30064242
ENSG00000179144	GIMAP7	7:150211918-150218161
ENSG00000179148	ALOXE3	17:7999218-8022365
ENSG00000179151	EDC3	15:74922899-74988633
ENSG00000179152	TCAIM	3:44379611-44450943
ENSG00000179157	RPS2P28	6:43331217-43331957
ENSG00000179163	FUCA1	1:24171567-24194784
ENSG00000179165	PXT1	6:36358328-36410666
ENSG00000179168	GGN	19:38874905-38878722
ENSG00000179172	HNRNPCL1	1:12907261-12908578
ENSG00000179178	TMEM125	1:43735665-43739673
ENSG00000179195	ZNF664	12:124456392-124499986
ENSG00000179213	SIGLECL1	19:51749603-51772584
ENSG00000179218	CALR	19:13049392-13055303
ENSG00000179222	MAGED1	X:51546103-51645453
ENSG00000179240	RP11-111M22.2	11:76092357-76125663
ENSG00000179241	LDLRAD3	11:35965531-36253686
ENSG00000179242	CDH4	20:59827482-60515673
ENSG00000179253	RP11-429E11.3	20:60292562-60294804
ENSG00000179256	SMCO3	12:14957584-14967116
ENSG00000179262	RAD23A	19:13056669-13064456
ENSG00000179271	GADD45GIP1	19:13064972-13068050
ENSG00000179284	DAND5	19:13075973-13085567
ENSG00000179292	TMEM151A	11:66059341-66064135
ENSG00000179294	C17orf96	17:36827961-36831187
ENSG00000179295	PTPN11	12:112856155-112947717
ENSG00000179296	CTGLF12P	10:49217898-49239729
ENSG00000179299	NSUN7	4:40751914-40812002
ENSG00000179300	ZCCHC5	X:77911566-77914825
ENSG00000179304	FAM156B	X:52920336-52937587
ENSG00000179314	WSCD1	17:5675554-6027747
ENSG00000179335	CLK3	15:74890841-74932057
ENSG00000179342	GS1-124K5.9	7:65970142-65971210
ENSG00000179344	HLA-DQB1	6:32627244-32636160
ENSG00000179348	GATA2	3:128198270-128212028
ENSG00000179361	ARID3B	15:74833518-74890472
ENSG00000179362	HMGN2P46	15:45803334-45878488
ENSG00000179363	TMEM31	X:102965837-102968956
ENSG00000179364	PACS2	14:105766900-105864484
ENSG00000179387	ELMOD2	4:141445312-141474924
ENSG00000179388	EGR3	8:22545172-22550815
ENSG00000179397	C1orf101	1:244617679-244804479
ENSG00000179399	GPC5	13:92050929-93519490
ENSG00000179403	VWA1	1:1370241-1378262
ENSG00000179406	LINC00174	7:65841031-65866325
ENSG00000179407	DNAJB8	3:128181282-128186091
ENSG00000179409	GEMIN4	17:647654-657239
ENSG00000179412	HNRNPCP5	1:13182960-13184326
ENSG00000179420	OR6W1P	7:142759427-142760735
ENSG00000179428	AC073072.5	7:22765014-22767239
ENSG00000179431	FJX1	11:35639735-35642419
ENSG00000179443	OR13C6P	9:35991333-35992282
ENSG00000179452	RP11-380B22.1	1:181205524-181207740
ENSG00000179454	KLHL28	14:45393522-45511525
ENSG00000179455	MKRN3	15:23810454-23873064
ENSG00000179456	ZBTB18	1:244214585-244220778
ENSG00000179460	EEF1A1P27	7:20621695-20622829
ENSG00000179467	AL109806.1	20:55097413-55097855
ENSG00000179468	OR9A2	7:142723245-142724282
ENSG00000179476	C14orf28	14:45366498-45376460
ENSG00000179477	ALOX12B	17:7975954-7991021
ENSG00000179520	SLC17A8	12:100750857-100815837
ENSG00000179523	EIF3J-AS1	15:44819455-44829121
ENSG00000179526	SHARPIN	8:145153536-145163027
ENSG00000179528	LBX2	2:74724644-74730443
ENSG00000179532	DNHD1	11:6518490-6614988
ENSG00000179546	HTR1D	1:23516993-23521222
ENSG00000179562	GCC1	7:127220672-127233665
ENSG00000179564	LSMEM2	3:50316458-50325545
ENSG00000179571	NBPF23	1:149089875-149130302
ENSG00000179580	RNF151	16:2016824-2018976
ENSG00000179583	CIITA	16:10971055-11026079
ENSG00000179588	ZFPM1	16:88519725-88603424
ENSG00000179593	ALOX15B	17:7942335-7952452
ENSG00000179598	PLD6	17:17104309-17109629
ENSG00000179603	GRM8	7:126078652-126893348
ENSG00000179604	CDC42EP4	17:71279763-71308314
ENSG00000179611	DGKZP1	13:44542560-44545335
ENSG00000179627	ZBTB42	14:105266933-105271049
ENSG00000179630	LACC1	13:44453420-44468068
ENSG00000179632	MAF1	8:145159402-145162514
ENSG00000179636	TPPP2	14:21492268-21504435
ENSG00000179639	FCER1A	1:159259504-159278014
ENSG00000179673	RPRML	17:45055523-45056614
ENSG00000179698	KIAA1875	8:145162629-145173218
ENSG00000179715	PCED1B	12:47473386-47630443
ENSG00000179743	RP11-169K16.9	1:16160560-16174642
ENSG00000179750	APOBEC3B	22:39378352-39388809
ENSG00000179751	SYCN	19:39693471-39694906
ENSG00000179761	PIPOX	17:27277531-27384234
ENSG00000179766	ATP8B5P	9:35406752-35483026
ENSG00000179772	FOXS1	20:30432103-30433420
ENSG00000179774	ATOH7	10:69990386-69991871
ENSG00000179776	CDH5	16:66400533-66438686
ENSG00000179796	LRRC3B	3:26664297-26752267
ENSG00000179799	OR7E22P	3:75405667-75406654
ENSG00000179813	FAM216B	13:43355686-43365683
ENSG00000179818	PCBP1-AS1	2:70189395-70315978
ENSG00000179820	MYADM	19:54369477-54379691
ENSG00000179832	MROH1	8:145202919-145316843
ENSG00000179833	SERTAD2	2:64858755-64978139
ENSG00000179837	RBM15B	3:51428731-51435330
ENSG00000179840	C1orf200	1:9712668-9714644
ENSG00000179841	AKAP5	14:64932217-64941221
ENSG00000179846	NKPD1	19:45653008-45663408
ENSG00000179855	GIPC3	19:3585551-3593539
ENSG00000179859	AC025335.1	17:7816642-7819271
ENSG00000179862	CITED4	1:41326729-41328018
ENSG00000179869	ABCA13	7:48211055-48687092
ENSG00000179873	NLRP11	19:56296770-56348166
ENSG00000179886	TIGD5	8:144680074-144682485
ENSG00000179889	PDXDC1	16:15068448-15233196
ENSG00000179899	PHC1P1	12:55804263-55808633
ENSG00000179902	C1orf194	1:109648573-109656479
ENSG00000179909	ZNF154	19:58208735-58220579
ENSG00000179912	R3HDM2	12:57643392-57824788
ENSG00000179913	B3GNT3	19:17905637-17923891
ENSG00000179914	ITLN1	1:160846329-160854960
ENSG00000179918	SEPHS2	16:30454952-30457502
ENSG00000179921	GPBAR1	2:219124219-219128582
ENSG00000179922	ZNF784	19:56132108-56135967
ENSG00000179930	ZNF648	1:182023705-182030847
ENSG00000179933	C14orf119	14:23563974-23569665
ENSG00000179934	CCR8	3:39371197-39375171
ENSG00000179935	LINC00652	20:18768295-18774979
ENSG00000179938	GOLGA8J	15:30375158-30385702
ENSG00000179941	BBS10	12:76738254-76742222
ENSG00000179943	FIZ1	19:56102746-56113336
ENSG00000179950	PUF60	8:144898514-144912029
ENSG00000179954	SSC5D	19:55999771-56030465
ENSG00000179958	DCTPP1	16:30434940-30441396
ENSG00000179965	ZNF771	16:30418618-30440920
ENSG00000179967	PPP1R14BP3	4:140036084-140036528
ENSG00000179978	RP11-1319K7.1	5:69390202-69424261
ENSG00000179979	CRIPAK	4:1385340-1389780
ENSG00000179981	TSHZ1	18:72922710-73001905
ENSG00000179988	PSTK	10:124713897-124757029
ENSG00000179994	SPDYE7P	7:72333321-72341076
ENSG00000179997	AC010894.4	2:175366680-175367043
ENSG00000180008	SOCS4	14:55493948-55516206
ENSG00000180011	ZADH2	18:72907063-72921303
ENSG00000180015	RP11-756P10.3	4:189659506-189660648
ENSG00000180019	AC079741.2	7:112086219-112086430
ENSG00000180035	ZNF48	16:30389427-30411429
ENSG00000180043	FAM71E2	19:55866276-55874628
ENSG00000180061	TMEM150B	19:55824169-55845416
ENSG00000180066	C10orf91	10:134257831-134262912
ENSG00000180081	CTC-451A6.4	19:22934985-22937677
ENSG00000180083	WFDC11	20:44277202-44298909
ENSG00000180089	TMEM86B	19:55738007-55741647
ENSG00000180096	SEPT1	16:30389454-30407312
ENSG00000180098	TRNAU1AP	1:28879597-28905051
ENSG00000180104	EXOC3	5:443273-472052
ENSG00000180105	AC017081.2	2:207274811-207275633
ENSG00000180116	C12orf40	12:40019969-40302102
ENSG00000180138	CSNK1A1L	13:37677398-37679803
ENSG00000180139	ACTA2-AS1	10:90692400-90700368
ENSG00000180150	HMGN2P9	22:44198424-44198652
ENSG00000180152	AC079753.4	2:113610905-113611699
ENSG00000180172	RPS12P23	13:21668457-21668853
ENSG00000180178	FAR2P1	2:130748029-130808704
ENSG00000180182	MED14	X:40507558-40595110
ENSG00000180185	FAHD1	16:1876968-1890208
ENSG00000180189	HMGB1P14	14:58751491-58752116
ENSG00000180190	TDRP	8:439803-495781
ENSG00000180198	RCC1	1:28832455-28865812
ENSG00000180209	MYLPF	16:30382255-30389312
ENSG00000180210	F2	11:46740730-46761056
ENSG00000180211	RP1-278E11.3	6:39926153-39926572
ENSG00000180219	FAM71C	12:100041531-100043824
ENSG00000180221	TPT1P10	10:59972302-59972797
ENSG00000180228	PRKRA	2:179296141-179316239
ENSG00000180229	HERC2P3	15:20587869-20711433
ENSG00000180230	NACAP2	10:121756598-121757221
ENSG00000180233	ZNRF2	7:30323923-30452118
ENSG00000180245	RRH	4:110749150-110765760
ENSG00000180257	ZNF816	19:53430388-53466164
ENSG00000180263	FGD6	12:95470525-95611258
ENSG00000180264	GPR144	9:127213423-127239379
ENSG00000180279	CTD-2568A17.5	19:51320937-51322134
ENSG00000180284	RP5-1055C14.6	X:102906663-102907034
ENSG00000180304	OAZ2	15:64979772-64995480
ENSG00000180316	PNPLA1	6:36210980-36276372
ENSG00000180329	CCDC43	17:42750437-42767147
ENSG00000180332	KCTD4	13:45766988-45775175
ENSG00000180336	C17orf104	17:42733762-42767676
ENSG00000180340	FZD2	17:42634925-42636907
ENSG00000180344	AL035460.1	20:2677351-2677781
ENSG00000180346	TIGD2	4:90033968-90036050
ENSG00000180353	HCLS1	3:121350246-121379774
ENSG00000180354	MTURN	7:30174426-30202378
ENSG00000180357	ZNF609	15:64752941-64978264
ENSG00000180370	PAK2	3:196466728-196559518
ENSG00000180376	CCDC66	3:56591189-56655846
ENSG00000180385	EMC3-AS1	3:10028577-10048674
ENSG00000180389	ATP5EP2	13:28519343-28519727
